年龄,工作情况,教育,教育时间,婚姻状况,职业类型,家庭角色,民族,性别,投资收入,投资损失,工作天数,省份,Y
28,个体,大学生,13,未婚,执行主管,孩子,民族D,女,0,0,45,省份8,0
40,个体,高一,6,离婚,手工艺维修,离家,民族C,男,0,0,40,省份8,0
59,个体,高中生,9,已婚平民配偶,运输,丈夫,民族A,男,0,0,40,省份8,1
19,个体,高中生,9,未婚,管理文书,孩子,民族D,女,0,0,20,省份8,0
26,个体,高二,7,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,0
32,个体,高中生,9,分居,劳工保洁,离家,民族D,女,0,0,40,省份8,0
54,地方政府,高一,6,已婚平民配偶,保安,丈夫,民族D,男,0,0,45,省份8,0
32,地方政府,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,40,省份8,0
26,个体,高中生,9,未婚,管理文书,未婚,民族A,女,0,0,40,省份25,0
37,非有限责任公司,高中生,9,离婚,销售,孩子,民族D,女,0,0,40,省份8,0
50,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,45,省份8,1
34,个体,大学专科,12,未婚,销售,未婚,民族D,男,0,0,50,省份8,0
23,个体,大学未毕业,10,未婚,其他职业,孩子,民族D,男,0,0,20,省份8,0
48,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,45,省份8,1
49,个体,大学未毕业,10,离婚,管理文书,离家,民族D,女,3674,0,40,省份8,0
31,个体,高中生,9,未婚,其他职业,孩子,民族A,男,0,0,40,省份8,0
73,个体,初中一、二年级,4,丧偶,家政服务,未婚,民族A,女,1264,0,10,省份8,0
30,个体,初三,5,离婚,农业捕捞,孩子,民族D,男,0,0,30,省份8,0
39,个体,大学专科,12,已婚平民配偶,管理文书,妻子,民族D,女,0,0,25,省份8,1
21,个体,大学未毕业,10,未婚,执行主管,孩子,民族B,男,0,0,15,省份8,0
44,个体,研究生,14,分居,销售,未婚,民族D,女,0,0,48,省份8,0
48,非有限责任公司,大学未毕业,10,离婚,销售,离家,民族D,女,3325,0,60,省份8,0
51,个体,高中生,9,离婚,其他职业,其他关系,民族A,女,0,0,30,省份8,0
46,个体,大学专科,12,已婚平民配偶,技术支持,丈夫,民族D,男,7298,0,40,省份8,1
44,地方政府,高中生,9,已婚平民配偶,保安,丈夫,民族D,男,0,0,52,省份8,1
24,个体,大学生,13,未婚,执行主管,离家,民族D,女,0,0,40,省份8,0
19,个体,高中生,9,未婚,机械操作,离家,民族D,男,0,0,40,省份8,0
34,个体,大学未毕业,10,已婚平民配偶,专业技术,丈夫,民族D,男,5178,0,40,省份8,1
39,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,2829,0,40,省份8,0
33,省政府,大学未毕业,10,未婚,管理文书,孩子,民族B,女,0,0,40,省份8,0
41,个体,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,0,1902,40,省份8,1
35,个体,大学生,13,未婚,执行主管,离家,民族D,男,8614,0,45,省份8,1
39,个体,准职业学位,11,离婚,执行主管,未婚,民族D,女,0,0,40,省份8,0
50,个体,高中生,9,未婚,技术支持,孩子,民族D,男,0,0,15,省份8,0
21,未知,大学未毕业,10,未婚,未知,孩子,民族D,女,0,0,15,省份8,0
20,个体,大学未毕业,10,未婚,管理文书,孩子,民族D,男,0,0,25,省份8,0
22,中央部委,大学未毕业,10,未婚,其他职业,离家,民族C,女,0,0,60,省份8,0
29,个体,高中生,9,离婚,销售,未婚,民族D,女,0,0,25,省份8,0
35,个体,高中生,9,未婚,机械操作,离家,民族D,女,0,0,40,省份8,0
23,中央部委,大学生,13,未婚,专业技术,离家,民族D,女,0,0,40,省份8,0
23,个体,高中生,9,未婚,管理文书,未婚,民族D,女,0,0,40,省份8,0
58,中央部委,博士,16,已婚平民配偶,专业技术,丈夫,民族D,男,7688,0,50,省份8,1
46,个体,大学未毕业,10,已婚平民配偶,劳工保洁,丈夫,民族D,男,0,0,40,省份8,0
30,有限责任公司,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,70,省份8,0
62,个体,大学生,13,丧偶,技术支持,未婚,民族D,女,0,0,7,省份8,0
50,个体,小学5、6年级,3,已婚平民配偶,运输,丈夫,民族D,男,0,0,37,省份22,0
30,个体,高中生,9,离婚,机械操作,未婚,民族D,女,0,0,20,省份8,0
46,地方政府,大学未毕业,10,离婚,管理文书,未婚,民族D,女,0,0,45,省份8,0
17,个体,高中生,9,未婚,农业捕捞,孩子,民族A,男,0,0,40,省份8,0
44,个体,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,0
66,未知,大学生,13,已婚平民配偶,未知,丈夫,民族D,男,0,0,24,省份8,0
23,个体,高中生,9,未婚,销售,孩子,民族D,男,0,0,40,省份8,0
33,未知,初中一、二年级,4,分居,未知,离家,民族D,男,0,0,40,省份6,0
24,个体,高中生,9,已婚平民配偶,劳工保洁,丈夫,民族D,男,0,0,40,省份8,0
58,非有限责任公司,高中生,9,离婚,机械操作,未婚,民族D,男,0,0,20,省份8,0
76,个体,高中生,9,丧偶,管理文书,离家,民族D,男,0,0,6,省份8,0
32,个体,大学未毕业,10,未婚,销售,孩子,民族D,男,0,1876,60,省份8,0
44,个体,高中生,9,离婚,其他职业,离家,民族D,男,0,0,37,省份8,0
38,个体,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,40,省份8,0
19,个体,高二,7,分居,手工艺维修,孩子,民族A,男,0,0,40,省份8,0
39,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,42,省份8,1
43,个体,研究生,14,已婚平民配偶,专业技术,丈夫,其他,男,0,0,50,省份8,0
36,个体,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,0
36,非有限责任公司,大学生,13,未婚,手工艺维修,孩子,民族D,男,0,0,40,省份8,0
42,个体,大学生,13,已婚平民配偶,技术支持,丈夫,民族D,男,0,0,50,省份8,1
20,个体,大学未毕业,10,未婚,管理文书,孩子,民族D,女,0,0,12,省份8,0
23,个体,大学未毕业,10,未婚,其他职业,离家,民族D,男,0,0,50,省份8,0
41,个体,大学生,13,已婚平民配偶,其他职业,丈夫,民族B,男,0,0,30,省份19,0
18,个体,高中生,9,未婚,其他职业,孩子,民族D,女,0,0,20,省份8,0
50,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
18,未知,高中生,9,未婚,未知,孩子,民族B,女,0,1602,38,省份8,0
29,有限责任公司,高中生,9,已婚平民配偶,销售,妻子,民族D,女,0,1977,25,省份8,1
37,非有限责任公司,高中生,9,未婚,手工艺维修,孩子,民族D,男,0,0,35,省份8,0
36,个体,高中生,9,已婚平民配偶,农业捕捞,妻子,民族D,女,0,0,40,省份8,0
33,个体,大学未毕业,10,未婚,执行主管,离家,民族D,男,0,0,45,省份8,0
28,个体,大学未毕业,10,未婚,手工艺维修,孩子,民族D,男,0,0,50,省份8,0
71,个体,高中生,9,丧偶,管理文书,离家,民族D,女,0,0,40,省份8,0
63,个体,高中生,9,离婚,农业捕捞,离家,民族D,男,0,0,25,省份8,0
26,地方政府,大学未毕业,10,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,40,省份8,0
24,地方政府,大学生,13,未婚,运输,孩子,民族D,男,0,0,20,省份8,0
56,个体,大学生,13,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,40,省份8,1
24,个体,大学未毕业,10,未婚,管理文书,离家,民族D,女,0,0,40,省份8,0
37,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,1977,50,省份8,1
53,地方政府,小学5、6年级,3,已婚平民配偶,其他职业,丈夫,民族D,男,0,0,40,省份22,0
42,个体,大学未毕业,10,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,45,省份8,0
21,个体,初三,5,已婚配偶异地,劳工保洁,孩子,民族D,男,0,0,40,省份8,0
35,非有限责任公司,大学未毕业,10,离婚,农业捕捞,未婚,民族D,男,0,0,50,省份8,0
17,个体,高二,7,未婚,其他职业,孩子,民族D,女,0,0,20,省份8,0
26,个体,高中生,9,未婚,管理文书,孩子,民族A,男,0,0,40,省份8,0
36,个体,大学未毕业,10,离婚,手工艺维修,离家,民族D,男,0,0,45,省份22,0
38,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,1
25,个体,大学生,13,未婚,执行主管,离家,民族D,女,0,0,40,省份8,0
29,非有限责任公司,大学生,13,未婚,专业技术,离家,民族D,女,0,0,40,省份8,0
47,非有限责任公司,研究生,14,未婚,专业技术,离家,民族D,女,0,0,50,省份8,0
47,省政府,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,3908,0,40,省份8,0
38,个体,高中生,9,离婚,执行主管,离家,民族D,男,0,0,40,省份8,0
61,个体,初中一、二年级,4,离婚,机械操作,未婚,民族D,女,0,0,40,省份8,0
27,省政府,大学生,13,未婚,管理文书,离家,民族D,女,0,0,40,省份8,0
50,个体,研究生,14,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,1902,45,省份8,1
23,中央部委,大学未毕业,10,未婚,保安,离家,民族A,男,0,0,30,省份8,0
37,非有限责任公司,研究生,14,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,60,省份8,1
61,个体,高中生,9,已婚平民配偶,技术支持,丈夫,民族D,男,0,0,40,省份8,1
25,地方政府,大学生,13,未婚,专业技术,孩子,民族D,男,0,0,40,省份8,0
61,个体,初中一、二年级,4,已婚平民配偶,销售,丈夫,民族D,男,0,0,50,省份8,1
31,个体,大学未毕业,10,未婚,专业技术,离家,民族D,男,0,0,40,省份8,0
29,个体,高中生,9,未婚,手工艺维修,离家,民族D,男,0,0,40,省份8,0
21,个体,大学未毕业,10,未婚,管理文书,离家,民族D,女,0,0,27,省份8,0
53,中央部委,大学生,13,已婚平民配偶,技术支持,丈夫,民族D,男,0,0,40,省份8,1
32,个体,高中生,9,离婚,专业技术,孩子,民族D,女,0,0,40,省份8,0
21,未知,大学未毕业,10,已婚平民配偶,未知,丈夫,民族D,男,0,0,40,省份8,0
29,个体,大学专科,12,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,45,省份8,0
35,省政府,初三,5,已婚平民配偶,农业捕捞,丈夫,民族A,男,0,0,40,省份8,0
35,非有限责任公司,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,0
48,个体,大学未毕业,10,已婚平民配偶,销售,丈夫,民族A,男,0,0,60,省份8,1
31,个体,高中生,9,未婚,手工艺维修,其他关系,民族D,男,0,0,40,省份8,0
35,个体,研究生,14,未婚,专业技术,离家,民族D,男,0,0,45,省份8,1
55,个体,大学未毕业,10,未婚,管理文书,离家,民族A,女,0,2339,45,省份31,0
20,个体,高中生,9,未婚,手工艺维修,离家,民族D,男,0,0,40,省份8,0
46,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份8,1
49,非有限责任公司,职高,15,已婚平民配偶,专业技术,丈夫,民族D,男,15024,0,65,省份8,1
31,个体,高中生,9,已婚平民配偶,其他职业,丈夫,其他,男,0,0,40,省份8,0
46,有限责任公司,研究生,14,已婚平民配偶,销售,丈夫,民族D,男,0,0,50,省份8,1
37,个体,高中生,9,已婚平民配偶,劳工保洁,丈夫,民族D,男,0,0,40,省份8,0
20,个体,高中生,9,未婚,其他职业,离家,民族D,男,0,1719,33,省份8,0
17,个体,高中生,9,未婚,销售,孩子,民族D,女,0,0,20,省份8,0
53,非有限责任公司,初中一、二年级,4,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,40,省份8,0
43,省政府,大学未毕业,10,已婚平民配偶,技术支持,丈夫,民族D,男,0,0,75,省份8,1
39,省政府,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,0,1902,50,省份8,1
35,个体,大学生,13,未婚,专业技术,离家,民族D,男,0,0,40,省份8,0
33,个体,大学未毕业,10,已婚平民配偶,其他职业,妻子,民族D,女,0,0,26,省份8,0
33,个体,高二,7,未婚,运输,离家,民族A,男,0,0,60,省份8,0
43,个体,大学未毕业,10,未婚,其他职业,未婚,民族D,女,0,0,28,省份8,0
32,个体,高中生,9,未婚,其他职业,孩子,民族D,男,2907,0,35,省份8,0
23,个体,大学未毕业,10,未婚,管理文书,未婚,民族A,女,0,0,40,省份18,0
62,未知,高中生,9,已婚平民配偶,未知,丈夫,民族D,男,5178,0,40,省份8,1
29,地方政府,高中生,9,未婚,其他职业,未婚,民族A,女,0,0,40,省份8,0
17,个体,高二,7,未婚,其他职业,孩子,民族D,男,0,0,20,省份8,0
51,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
47,非有限责任公司,研究生,14,已婚平民配偶,专业技术,妻子,民族D,女,0,0,20,省份8,1
24,个体,高中生,9,未婚,手工艺维修,未婚,民族A,女,0,0,40,省份8,0
49,地方政府,研究生,14,分居,专业技术,未婚,民族D,女,0,0,50,省份8,0
29,个体,高一,6,分居,销售,未婚,民族D,女,0,0,40,省份8,0
50,地方政府,研究生,14,已婚平民配偶,专业技术,丈夫,民族D,男,7688,0,50,省份8,1
35,非有限责任公司,高中生,9,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,30,省份8,0
26,个体,高中生,9,未婚,手工艺维修,离家,民族D,男,0,0,40,省份8,0
18,个体,高中生,9,未婚,管理文书,孩子,民族D,女,0,0,40,省份8,0
26,个体,大学未毕业,10,未婚,其他职业,离家,民族D,男,0,0,20,省份8,0
60,中央部委,博士,16,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,55,省份8,0
60,个体,大学生,13,离婚,执行主管,离家,民族D,女,0,0,40,省份28,1
36,有限责任公司,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,1
44,个体,大学未毕业,10,未婚,手工艺维修,离家,民族D,男,0,0,38,省份8,0
46,非有限责任公司,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,3137,0,40,省份8,0
22,个体,大学未毕业,10,未婚,其他职业,未婚,民族D,女,0,0,50,省份8,0
35,个体,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族B,男,0,0,40,省份38,1
53,个体,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,1
40,个体,高中生,9,已婚平民配偶,其他职业,丈夫,民族D,男,0,0,45,省份8,0
47,非有限责任公司,博士,16,已婚平民配偶,运输,丈夫,民族D,男,0,2002,45,省份8,0
39,个体,大学生,13,离婚,执行主管,离家,民族D,女,13550,0,50,省份8,1
57,地方政府,大学未毕业,10,离婚,执行主管,未婚,民族D,女,0,0,35,省份8,0
47,个体,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,99999,0,60,省份8,1
31,中央部委,高三,8,已婚平民配偶,其他职业,妻子,民族D,女,0,0,40,省份8,0
59,个体,大学未毕业,10,离婚,其他职业,离家,民族D,女,0,0,40,省份8,0
26,中央部委,大学未毕业,10,已婚平民配偶,保安,丈夫,民族D,男,0,0,40,省份8,0
38,个体,大学生,13,离婚,专业技术,离家,民族D,女,0,0,50,省份8,1
31,个体,大学生,13,已婚平民配偶,机械操作,丈夫,其他,男,0,0,36,省份22,0
50,地方政府,大学生,13,已婚平民配偶,专业技术,妻子,民族D,女,0,0,40,省份8,1
43,有限责任公司,大学未毕业,10,已婚平民配偶,执行主管,丈夫,民族D,男,15024,0,45,省份8,1
31,个体,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,40,省份8,1
29,个体,大学未毕业,10,未婚,销售,离家,民族D,男,0,0,30,省份8,0
51,个体,高中生,9,丧偶,运输,未婚,民族D,男,0,0,40,省份8,0
53,个体,高中生,9,已婚平民配偶,其他职业,丈夫,民族D,男,0,0,40,省份8,1
40,个体,大学未毕业,10,已婚平民配偶,专业技术,丈夫,民族D,男,7298,0,40,省份8,1
41,个体,高中生,9,已婚平民配偶,管理文书,丈夫,民族A,男,0,0,45,省份8,0
23,个体,大学专科,12,未婚,管理文书,离家,民族D,女,0,0,15,省份8,0
27,个体,大学生,13,已婚平民配偶,技术支持,妻子,民族D,女,0,0,40,省份8,1
31,个体,研究生,14,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,50,省份8,0
60,个体,高中生,9,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,40,省份8,0
44,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,1902,50,省份8,1
31,非有限责任公司,准职业学位,11,已婚平民配偶,农业捕捞,丈夫,民族D,男,0,0,60,省份8,1
53,非有限责任公司,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,35,省份8,0
62,个体,高中生,9,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,42,省份8,0
29,个体,职高,15,离婚,专业技术,孩子,民族D,女,2174,0,72,省份8,0
28,个体,大学生,13,未婚,管理文书,离家,民族D,女,0,0,40,省份8,0
57,个体,小学3年级,2,已婚平民配偶,劳工保洁,丈夫,民族D,男,0,0,40,省份23,0
32,个体,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,3103,0,55,省份8,1
23,个体,高中生,9,未婚,手工艺维修,孩子,民族D,男,0,0,40,省份8,0
25,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,50,省份8,0
31,个体,大学专科,12,已婚平民配偶,管理文书,丈夫,民族D,男,0,0,40,省份35,0
47,中央部委,高中生,9,离婚,管理文书,未婚,民族D,女,1831,0,38,省份8,0
30,中央部委,高二,7,已婚平民配偶,运输,丈夫,民族D,男,0,0,40,省份8,0
28,个体,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,40,省份8,0
27,个体,高中生,9,未婚,劳工保洁,孩子,民族D,男,0,0,40,省份8,0
40,个体,高中生,9,离婚,销售,离家,民族D,女,0,0,40,省份8,0
49,个体,大学生,13,已婚平民配偶,管理文书,妻子,民族D,女,0,0,40,省份8,1
45,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,45,省份8,1
41,个体,大学未毕业,10,分居,销售,未婚,民族A,女,0,0,20,省份8,0
39,个体,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,3103,0,50,省份8,1
30,个体,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,47,省份8,1
57,个体,初中一、二年级,4,离婚,手工艺维修,未婚,民族D,男,0,1408,40,省份37,0
27,有限责任公司,大学未毕业,10,未婚,管理文书,孩子,民族D,女,0,0,45,省份8,0
46,个体,大学生,13,未婚,销售,离家,民族D,女,0,0,35,省份8,0
41,中央部委,大学未毕业,10,已婚平民配偶,管理文书,丈夫,民族A,男,0,0,40,省份8,0
47,个体,高中生,9,离婚,机械操作,离家,民族D,男,4650,0,40,省份8,0
40,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
45,个体,小学5、6年级,3,离婚,家政服务,未婚,民族D,女,0,0,35,省份22,0
63,个体,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份36,0
31,个体,大学未毕业,10,未婚,机械操作,离家,民族D,女,0,0,25,省份8,0
62,未知,高中生,9,已婚平民配偶,未知,丈夫,民族D,男,0,0,48,省份8,0
51,个体,高一,6,离婚,管理文书,其他关系,民族D,女,0,0,30,省份8,0
70,非有限责任公司,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,25,省份8,0
37,地方政府,大学生,13,已婚平民配偶,专业技术,妻子,民族D,女,7688,0,40,省份8,1
39,个体,大学未毕业,10,离婚,销售,离家,民族D,男,0,0,45,省份8,0
23,个体,大学未毕业,10,未婚,管理文书,孩子,民族D,女,0,0,10,省份8,0
22,未知,大学未毕业,10,未婚,未知,孩子,民族D,男,0,0,72,省份8,0
55,省政府,研究生,14,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,60,省份8,1
43,个体,大学未毕业,10,已婚平民配偶,运输,丈夫,民族D,男,0,0,45,省份8,0
21,个体,大学未毕业,10,未婚,管理文书,离家,其他,男,2174,0,40,省份8,0
27,个体,大学生,13,未婚,劳工保洁,未婚,民族D,男,0,0,35,省份8,0
53,个体,高中生,9,已婚平民配偶,机械操作,丈夫,民族D,男,0,0,30,省份8,0
57,有限责任公司,高中生,9,已婚平民配偶,销售,丈夫,民族D,男,0,0,40,省份2,0
39,非有限责任公司,大学专科,12,已婚平民配偶,管理文书,妻子,民族D,女,0,0,40,省份8,1
21,个体,大学未毕业,10,未婚,其他职业,未婚,民族D,男,0,0,40,省份8,0
35,个体,准职业学位,11,离婚,执行主管,离家,民族D,男,0,0,45,省份8,0
65,未知,高中生,9,丧偶,未知,未婚,民族D,女,0,2206,10,省份8,0
71,个体,大学生,13,丧偶,执行主管,其他关系,民族D,女,0,0,40,省份8,0
63,有限责任公司,高中生,9,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,0
33,个体,高中生,9,已婚平民配偶,其他职业,丈夫,民族D,男,0,0,40,省份8,0
30,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,50,省份8,0
34,个体,大学生,13,未婚,专业技术,离家,民族D,女,0,0,45,省份2,0
30,未知,初三,5,未婚,未知,离家,民族D,女,0,0,30,省份8,0
42,个体,高一,6,已婚平民配偶,运输,丈夫,民族D,男,0,0,50,省份8,0
39,地方政府,高三,8,已婚平民配偶,运输,丈夫,民族D,男,0,1848,40,省份32,1
45,个体,初中一、二年级,4,未婚,其他职业,离家,民族D,男,0,0,10,省份8,0
36,个体,高中生,9,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,60,省份8,1
27,个体,大学未毕业,10,未婚,执行主管,孩子,民族D,女,0,0,40,省份8,0
17,个体,高一,6,未婚,销售,孩子,民族D,男,0,0,20,省份8,0
37,个体,高中生,9,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,0
40,个体,高中生,9,已婚平民配偶,劳工保洁,丈夫,民族D,男,0,0,40,省份8,1
24,个体,大学未毕业,10,未婚,劳工保洁,孩子,民族D,男,0,0,40,省份8,0
27,个体,高一,6,未婚,手工艺维修,未婚,民族D,男,0,0,75,省份8,0
34,个体,高二,7,已婚平民配偶,运输,丈夫,民族D,男,0,0,50,省份8,0
60,非有限责任公司,高中生,9,已婚平民配偶,销售,妻子,民族D,女,0,0,25,省份8,0
46,非有限责任公司,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,0,0,60,省份8,1
43,个体,高中生,9,未婚,销售,离家,民族D,女,0,0,40,省份8,0
43,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,0
47,个体,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,15024,0,50,省份8,1
32,个体,高二,7,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,40,省份8,1
52,个体,大学专科,12,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,40,省份8,0
44,个体,研究生,14,已婚平民配偶,技术支持,丈夫,民族D,男,0,0,20,省份8,1
31,个体,高中生,9,未婚,手工艺维修,未婚,民族D,男,0,0,40,省份8,0
29,个体,大学生,13,已婚平民配偶,销售,丈夫,民族D,男,0,0,45,省份8,0
63,非有限责任公司,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,0,0,20,省份8,0
33,个体,高中生,9,未婚,销售,孩子,民族D,女,0,0,40,省份8,0
57,个体,高中生,9,未婚,管理文书,孩子,民族D,女,0,0,40,省份8,0
41,个体,高中生,9,未婚,手工艺维修,未婚,民族D,男,0,0,40,省份22,0
46,个体,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,0,1887,40,省份8,1
26,个体,大学未毕业,10,未婚,管理文书,其他关系,民族D,男,0,0,40,省份22,0
35,非有限责任公司,高中生,9,已婚平民配偶,手工艺维修,其他关系,民族D,男,0,0,35,省份42,0
31,省政府,大学专科,12,已婚平民配偶,技术支持,丈夫,民族D,男,0,0,40,省份8,0
41,个体,大学专科,12,离婚,管理文书,未婚,民族D,女,0,0,38,省份8,0
21,中央部委,大学未毕业,10,未婚,管理文书,孩子,民族D,女,0,0,35,省份8,0
26,个体,大学未毕业,10,已婚军属,保安,丈夫,民族D,男,0,0,40,省份8,0
65,个体,大学未毕业,10,丧偶,机械操作,离家,民族D,女,0,0,20,省份8,0
53,个体,高中生,9,未婚,销售,离家,民族D,男,0,0,40,省份8,0
40,个体,高中生,9,已婚平民配偶,其他职业,妻子,民族A,女,0,0,32,省份8,0
29,个体,大学未毕业,10,已婚平民配偶,劳工保洁,丈夫,民族D,男,0,0,60,省份8,0
28,个体,高中生,9,分居,运输,孩子,民族D,女,0,0,17,省份8,0
78,个体,研究生,14,丧偶,手工艺维修,未婚,民族B,男,0,0,40,省份20,0
35,未知,大学未毕业,10,未婚,未知,孩子,民族D,男,0,0,40,省份8,0
19,个体,大学未毕业,10,未婚,其他职业,离家,民族D,女,0,0,40,省份8,0
21,个体,大学未毕业,10,未婚,手工艺维修,孩子,民族D,男,0,0,40,省份8,0
39,个体,大学未毕业,10,离婚,销售,未婚,民族D,女,0,0,40,省份8,0
20,个体,大学未毕业,10,未婚,劳工保洁,离家,民族A,男,0,0,15,省份8,0
21,个体,大学未毕业,10,未婚,销售,其他关系,民族D,女,0,0,40,省份8,0
23,个体,高中生,9,未婚,劳工保洁,孩子,民族D,男,0,0,40,省份8,0
53,个体,大学未毕业,10,未婚,执行主管,离家,民族A,女,0,0,40,省份8,0
50,个体,大学未毕业,10,离婚,手工艺维修,离家,民族D,男,0,0,40,省份8,0
47,地方政府,高中生,9,已婚平民配偶,运输,丈夫,民族D,男,0,0,20,省份8,1
19,个体,高中生,9,未婚,销售,未婚,民族D,女,0,0,40,省份8,0
40,个体,大学未毕业,10,已婚平民配偶,手工艺维修,丈夫,民族D,男,0,0,52,省份8,0
26,个体,大学生,13,已婚平民配偶,销售,离家,民族B,女,0,1977,75,省份38,1
21,个体,高中生,9,未婚,管理文书,孩子,民族D,女,0,0,40,省份8,0
22,个体,大学未毕业,10,已婚军属,其他职业,妻子,民族D,女,0,0,40,省份8,1
18,个体,高二,7,未婚,专业技术,孩子,民族D,女,0,0,16,省份8,0
50,个体,大学生,13,离婚,执行主管,离家,民族D,女,0,0,40,省份8,0
18,个体,高二,7,未婚,其他职业,孩子,民族D,男,0,0,20,省份8,0
58,省政府,大学生,13,分居,专业技术,离家,民族D,男,4787,0,40,省份8,1
30,地方政府,高中生,9,已婚平民配偶,其他职业,丈夫,民族A,男,0,0,40,省份8,0
32,个体,大学未毕业,10,已婚平民配偶,保安,丈夫,民族A,男,0,0,60,省份8,0
48,省政府,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,7688,0,40,省份8,1
25,个体,大学未毕业,10,未婚,管理文书,孩子,民族D,女,0,0,40,省份8,0
37,个体,大学生,13,已婚平民配偶,执行主管,丈夫,民族D,男,0,0,50,省份8,1
38,个体,大学未毕业,10,未婚,其他职业,离家,民族D,男,0,0,50,省份14,0
22,未知,高中生,9,未婚,未知,孩子,民族D,女,0,0,30,省份8,0
24,个体,准职业学位,11,离婚,技术支持,离家,民族D,女,0,0,40,省份8,0
30,个体,高中生,9,未婚,管理文书,孩子,民族D,女,0,0,40,省份8,0
51,非有限责任公司,大学未毕业,10,已婚平民配偶,销售,丈夫,民族D,男,0,0,50,省份8,1
46,非有限责任公司,博士,16,未婚,专业技术,离家,民族D,女,0,0,45,省份8,0
37,个体,大学未毕业,10,离婚,手工艺维修,离家,民族D,男,0,0,50,省份8,0
40,地方政府,大学生,13,已婚平民配偶,专业技术,丈夫,民族D,男,7688,0,40,省份8,1
27,个体,大学未毕业,10,未婚,劳工保洁,离家,民族D,男,0,0,38,省份8,0
